date,AAPL Equity - returns,FB Equity - returns,30d_apply,40d_apply,50d_apply,60d_apply,70d_apply,80d_apply,90d_apply,100d_apply
2017-02-24,0.0009521716838789676,0.0005910165484632393,0.47322584639156756,0.4620060090964137,0.5023186695033334,0.5115373065730612,0.5340543691640528,0.5640791429475482,0.5333714171773367,0.5295857806574971
2017-02-27,0.001975706132006514,0.007161842882457168,0.4764134394436685,0.4468880230260312,0.4741976148743043,0.5115481008879843,0.47040872427090236,0.5627249218193372,0.5325189113372955,0.5318147651366235
2017-02-28,0.00043818009201783593,-0.006377831537277359,0.5197862036968067,0.4453349316541266,0.47422220317015756,0.49370455039997174,0.4614448008596419,0.5576313088655238,0.5347885454552571,0.5332225848488951
2017-03-01,0.020439448134900232,0.013870444149328578,0.5567654596548981,0.4403153186279176,0.4938252154424661,0.4838036337570703,0.5273197544528686,0.5681614957141615,0.5487265565136442,0.5403563162685794
2017-03-02,-0.005937477645038874,-0.00480279435307813,0.5663311088100583,0.46668532677523067,0.5010408742964868,0.4906251040806331,0.5399778429806582,0.5525210812641692,0.5498106541843465,0.541732433676281
2017-03-03,0.00590097869890611,0.002997952617724456,0.5615668307869142,0.49443302930044103,0.5081800295676246,0.5365760635791234,0.5396710607006879,0.5631422496673482,0.5619707961145753,0.5420207385873508
2017-03-06,-0.003147803691515222,0.001822555952467741,0.5578186993865685,0.5054234623728994,0.5074382124844653,0.5388021146642713,0.5284806699828658,0.5570525939747736,0.5586480697480236,0.5378065087390477
2017-03-07,0.001291804219893834,-0.0008732353369231272,0.5971230773761684,0.5055006529572557,0.5073176884327631,0.5386108766092247,0.5281255881920308,0.5587623733046315,0.5619663637755344,0.5400540242420183
2017-03-08,-0.0037270642201835593,0.0030589949016750725,0.5942069443536961,0.49710934844396587,0.4891781255687059,0.5322723486017447,0.5206632615395235,0.5547281815942074,0.5587528841233356,0.5391927963878366
2017-03-09,-0.002302158273381246,0.00377577693871631,0.5695361339888481,0.49195545714790573,0.4865259280184666,0.5285732624772682,0.5207408615327037,0.5267205306867174,0.5526063973673228,0.5363200078166838
2017-03-10,0.003316988751081479,0.003978587962962839,0.5895767558543126,0.49853126382428264,0.4855247166712674,0.5176783733498245,0.5204958268242352,0.538781278952811,0.5655906243175323,0.5369511195220852
2017-03-13,0.00043122035360070634,0.00583615534260395,0.5777349343855991,0.5013339130544949,0.4734900421148131,0.49193865659698605,0.520043918027415,0.47948421950932135,0.5638961909481082,0.5357424538746091
2017-03-14,-0.0015086206896550256,-0.002005730659025796,0.5753742515159476,0.5375744977053828,0.47443013448384813,0.49303022947192504,0.5052182567450532,0.4710205509231797,0.5586773967934235,0.5383291131155822
2017-03-15,0.01057630045327001,0.0028710881424060127,0.56755157855494,0.5478558160677149,0.4507728771346015,0.4910063767165083,0.4826778948411553,0.5224897475200491,0.5620176737666757,0.5442917590139976
2017-03-16,0.0016374768617399241,0.0019324363011738494,0.35830233096036757,0.5468674727387508,0.4629358382233521,0.49154865027229494,0.4827910706933613,0.530702580185316,0.545454942045601,0.5441404284360848
2017-03-17,-0.0049754780012793275,-0.0010715051075077197,0.3442894811598608,0.5458511425285562,0.4926660164719768,0.5016508976455858,0.5276413409117232,0.5312941737243986,0.5554464194859027,0.5552528197420912
2017-03-20,0.010500750053575246,0.0007151029748283346,0.3256255905559465,0.5404842383257645,0.4951142182097668,0.49634232698322067,0.5270275827726636,0.5166687732675541,0.5481403733193039,0.5513701464196421
2017-03-21,-0.011452000565530923,-0.010218665142203851,0.39955323083772143,0.595963879673134,0.515779295776237,0.5141499434540578,0.5411157179816799,0.5275799700865828,0.5561201111884183,0.5590285086351658
2017-03-22,0.011298627002288215,0.007797270955165783,0.455461039774452,0.6047693236904113,0.5165762573147662,0.5052501668854522,0.541339715879957,0.5270006183282947,0.5570348427721296,0.5595105797971496
2017-03-23,-0.003535567812190638,-0.0004298302170642759,0.4977901202410675,0.5895903260160815,0.5182207946234436,0.5070104500081594,0.5412809361880759,0.5302207476852295,0.5322600379050919,0.5549273659136282
2017-03-24,-0.0019869429463525486,0.00580520318211139,0.4752665332852935,0.5956753122331995,0.5169524183936655,0.5013273812075771,0.5278599628825003,0.5258728027980735,0.5410574133051004,0.5647582786265284
2017-03-27,0.00170648464163829,-0.00014251104460602987,0.4744144743889816,0.5951051393670517,0.5245386321883371,0.4941192733200596,0.5067926832878161,0.5278357765299488,0.4879165726438101,0.5644279106295027
2017-03-28,0.020726859738784895,0.010262257696693257,0.553459601265043,0.6083939110876877,0.5688095191818309,0.5009974844920978,0.5149544193139055,0.5200170065871373,0.4839821648155424,0.5616281747819855
2017-03-29,0.002225312934631385,0.006278216704289043,0.6029872269025298,0.5985734001682484,0.5759294015576439,0.4837456028023811,0.5134790086194374,0.5025609051642754,0.5319329727456136,0.5650737457903774
2017-03-30,-0.001318345822925324,-0.0016824395373291909,0.6224155747412863,0.46562800938121657,0.5773832345986091,0.4974699442987101,0.5159604370812992,0.5042020915257257,0.5406089993548033,0.5523545238120193
2017-03-31,-0.0018759119016189135,-0.002527912365704552,0.6322746282552344,0.48074575785978146,0.57731363592997,0.5240822455356827,0.5254481841352834,0.5461639060106731,0.5421198423920642,0.562445039972836
2017-04-03,0.00027843519420849255,0.0016191481872579357,0.6413970990875122,0.48209250578500473,0.5783949848115701,0.5330819961228527,0.5260753734566165,0.5498218028761176,0.534273344786974,0.55775967390801
2017-04-04,0.007446068197634111,-0.003865617093056026,0.6060539703074698,0.44090237948778643,0.5960870704238191,0.5220404661125639,0.5174013177096385,0.5422003232010144,0.5284110176914288,0.55535959453429
2017-04-05,-0.005180631346273399,0.0008466803076272105,0.6801238944318908,0.4623469954131026,0.5973335008794126,0.5171867792224745,0.5057824294096721,0.5382760409327965,0.5234448594733143,0.5528543215836192
2017-04-06,-0.002499652825996484,-0.0047937962636588425,0.6742904718788074,0.5059776544326928,0.585357005412248,0.5213464813901015,0.5093446894207632,0.5399925978057845,0.5286152067512815,0.5300395734452821
2017-04-07,-0.0022274815536683363,-0.0027626266203866715,0.6781857104824796,0.5135697979087656,0.6036719668896185,0.5297303906311379,0.5107633024038695,0.5344953483073237,0.5300040777059468,0.5428807237481105
2017-04-10,-0.0011859913492396812,0.0018468532461996796,0.6886348980437366,0.5108428082657492,0.601373208545813,0.5358440887608658,0.5043218520161027,0.5141599212782915,0.5311088905472658,0.49223744845652134
2017-04-11,-0.010756443388978083,-0.007941009642654599,0.738087223605864,0.565692762337603,0.6141699550953472,0.5768357937873146,0.5166208359383593,0.5244032466289995,0.5270045448676627,0.4903245428447549
2017-04-12,0.0012003106686437615,-0.00242995997712961,0.6532369301944049,0.6063209179345946,0.61144834925816,0.5868890203048142,0.5041561221759131,0.5243019723041292,0.5145176487043698,0.5374956864676435
2017-04-13,-0.005289139633286318,-0.0013612265367533038,0.6421584639634798,0.6208457766087436,0.4881959600272496,0.5880199107911752,0.5165605821783867,0.5269818620604196,0.5158432309612095,0.54514089482749
2017-04-17,0.005529953917050699,0.014563455054164584,0.6174908062301102,0.6179840449722391,0.5030124536442703,0.5785609820934347,0.5348992715483047,0.5325522862652914,0.5512291772566483,0.5451995625484632
2017-04-18,-0.004441937530846957,-0.0032527223872152425,0.6320579001302278,0.6314933157900524,0.5117855361551462,0.583750816576818,0.5454470342105366,0.5361592638737616,0.5573310323446219,0.5387683910415796
2017-04-19,-0.003682719546742081,0.0092934165720772,0.5727972762911164,0.599557136576392,0.46542975069717296,0.5876282306730718,0.5273913631921792,0.5247437350789627,0.5454204207379351,0.5292588335953555
2017-04-20,0.012510662496445769,0.01075419976101779,0.6259329144990723,0.6662552999262257,0.5124420073433853,0.5978591712197074,0.5309656221099255,0.5227574455274777,0.5482552002161237,0.5315861875113513
2017-04-21,-0.0011934849761302128,-0.0008344923504868188,0.6380989258882729,0.6614090985636571,0.5358178502043704,0.5829177904724233,0.5329555006615295,0.5241208542869602,0.5482411004078998,0.5351954537130351
2017-04-24,0.009629577563786997,0.012458240534521102,0.6594242759789227,0.6766030775376841,0.5560208853894839,0.5982506739802197,0.5418906521128651,0.52801035954146,0.5468561590337292,0.5391553339155342
2017-04-25,0.006196045669729984,0.00701175500103121,0.6745791748591756,0.6864101498603191,0.5605222135545989,0.5992226997678264,0.5485826084894756,0.5241412715291578,0.5299949269876282,0.5415714741838689
2017-04-26,-0.00588113194492489,0.0004778483172912361,0.6678866420129678,0.6972529846094713,0.5760414978848136,0.5972057788813718,0.5698406743380416,0.5239282030785053,0.5288624128690675,0.5299384855614883
2017-04-27,0.0007655902004453314,0.00777838427947589,0.6680233048623729,0.6395340542614534,0.6079652965675394,0.5883453034350031,0.575001972787923,0.5097677476583626,0.5258993695042232,0.5160295191103955
2017-04-28,-0.000973642116976051,0.017264725795531562,0.5867124228341277,0.5529297308734099,0.5662060169022167,0.460756449550769,0.545697681069651,0.4977444479079505,0.5093417067726796,0.5001855139368662
2017-05-01,0.02039679777236343,0.014708818635607374,0.6352993874183747,0.611722824294159,0.6072291138853811,0.5130662321501281,0.5629023120294775,0.5312634136624182,0.5315470593045286,0.5454906656829865
2017-05-02,0.0063446582071222425,0.0020989111898202357,0.6567755503875146,0.6071909313913282,0.609534885702218,0.5125479932595899,0.5637524947588287,0.5354406410879157,0.5313568823904726,0.5485171191119458
2017-05-03,-0.003050640634533175,-0.006414452153423156,0.6202235115301071,0.6130284074130311,0.6202422780289443,0.5118136885593894,0.5841231048644949,0.5350910043999233,0.5341108902691392,0.5507615073031008
