date,ES1 Index - returns,UX1 Index - returns,30d_apply,40d_apply,50d_apply,60d_apply,70d_apply,80d_apply,90d_apply,100d_apply
2016-11-18,-0.0016023806798672313,-0.003327787021630663,-0.7911141012812839,-0.7814057063291455,-0.7799396855927393,-0.8310387610699345,-0.7765107676060097,-0.7746918615806662,-0.6699263839831147,-0.6676450656305253
2016-11-21,0.005617333486185945,-0.0333889816360601,-0.7896434633008106,-0.779258839457153,-0.7771952343124184,-0.8322711941432359,-0.7803206275851775,-0.7768830130752828,-0.6732680204873771,-0.6718126238792862
2016-11-22,0.0033059735522115823,-0.0034542314335059715,-0.7688130675042615,-0.7728823601586079,-0.7482692979477349,-0.8305809947035109,-0.7797386951888449,-0.7783616235584234,-0.6716706284453731,-0.6712301534721626
2016-11-23,0.00022724690376093625,0,-0.7674021640736585,-0.7723104501702963,-0.7451147830959871,-0.8324091013605099,-0.7781763504144302,-0.7764448039968833,-0.6777903821052332,-0.6751796839479671
2016-11-25,0.004771100761104169,-0.006932409012131814,-0.760679049751267,-0.7628718788214177,-0.7291141303236359,-0.8319693877958648,-0.7770867996148828,-0.775363798357182,-0.6756168836620695,-0.6727241828255399
2016-11-28,-0.004748445449406444,0.006980802792321217,-0.7588073976872445,-0.7621261199705536,-0.7552848177214976,-0.8299231063877394,-0.8278314541445371,-0.774054575550124,-0.7690670723249976,-0.6721277080135378
2016-11-29,0.0013631716460297625,-0.010398613518197597,-0.7629613833505372,-0.774562709921393,-0.7666142796964023,-0.8286345463993011,-0.8278886518100652,-0.7721491657066318,-0.7682346862214117,-0.6666334817470246
2016-11-30,-0.0022688598979013048,0.017513134851138354,-0.7632762980985843,-0.7859126139050491,-0.7671621027379798,-0.828868070684331,-0.828145255875672,-0.7753892706183385,-0.769741185740976,-0.6673801645957385
2016-12-01,-0.003069926094371802,0.03442340791738382,-0.7666422220496039,-0.7882771666677069,-0.7714836895124398,-0.8300139098154864,-0.8288115844647947,-0.7761510188581123,-0.7706679541478411,-0.668642156559791
2016-12-02,0,0.0033277870216305446,-0.7691615410674582,-0.7880803059409315,-0.778601591919708,-0.8305719363760137,-0.8280079534689438,-0.7759807316568181,-0.7736036154462496,-0.6687531348770112
2016-12-05,0.005588503649635037,-0.10281923714759529,-0.7657089377896437,-0.7819521409795103,-0.7743980648570874,-0.7741989240127524,-0.8251264765237639,-0.774208175603158,-0.772504668773431,-0.6725856695261044
2016-12-06,0.0026085970284677328,-0.029574861367837362,-0.7630554040252836,-0.778489095831427,-0.7699539853795877,-0.7709864579835636,-0.8254223701032262,-0.776660741093542,-0.7736521496157815,-0.6749896692907317
2016-12-07,0.012104072398190046,0.015238095238095184,-0.7011939576486674,-0.7018780502512764,-0.7176404515894531,-0.7050607142928446,-0.7995782758601911,-0.754497707182305,-0.753842984130981,-0.6560769190353847
2016-12-08,0.004917849558511233,0.0075046904315198065,-0.6906261510344366,-0.6920077465707836,-0.7098091670440195,-0.6954837175318862,-0.7975399289795986,-0.7494893377417882,-0.7484726159095879,-0.6594635451946406
2016-12-09,0.005449894338783227,-0.029795158286778423,-0.6882951127595286,-0.6901621291364566,-0.7045020315249723,-0.6836552580022421,-0.7993582991142193,-0.7507156290462246,-0.7496619115067854,-0.6594220487611977
2016-12-12,-0.0017699115044247787,0.030710172744721716,-0.6927017781455953,-0.6970279032423773,-0.7085907552508989,-0.7102924361998552,-0.799973699116833,-0.7980788154783389,-0.7509511927079074,-0.7458727688724964
2016-12-13,0.007646276595744681,-0.011173184357541926,-0.6814949885034625,-0.6948290087056179,-0.7141715925062327,-0.71643794796558,-0.7956269028002929,-0.7948274877801829,-0.7462223642967475,-0.7420563532986393
2016-12-14,-0.007148355878148026,0.011299435028248614,-0.6647752185585538,-0.6854538932780614,-0.7159174512712366,-0.7107859896959103,-0.7915333411929796,-0.7910709649874588,-0.7453940974782459,-0.7400101924686896
2016-12-15,0.0028799291094373063,-0.029795158286778423,-0.6503959734876882,-0.6856168485990585,-0.7161920569353076,-0.7109658440066753,-0.7923803813017063,-0.7914482783156009,-0.7458715369533455,-0.7406239693896604
2016-12-16,0.0022664015904573045,-0.02303262955854132,-0.6288945089898996,-0.6857166876412282,-0.7163021428642848,-0.7166240805572764,-0.7928678413789735,-0.7905242919427297,-0.7456574213509677,-0.7437118029698458
2016-12-19,-0.003804057955682552,-0.04715127701375243,-0.5961812188108951,-0.6550917104728591,-0.6859001481332566,-0.6921350866038142,-0.7164655480815921,-0.7778740048620778,-0.7326588756586501,-0.7320032777416624
2016-12-20,0.0028761061946902654,-0.0453608247422681,-0.3363676043128394,-0.6509532626618595,-0.6808798924861607,-0.6836271332110493,-0.7079885526333958,-0.7774668061718267,-0.7346354160804515,-0.7328277038710851
2016-12-21,-0.0026472534745201853,-0.010799136069114472,-0.3320786204100744,-0.6418072550429513,-0.6492099888183516,-0.6747195383220262,-0.6710574800052832,-0.7742487238197132,-0.732243506796358,-0.7324282062661838
2016-12-22,-0.00077416500774165,0.24672489082969443,-0.23256301961942435,-0.5233572324557769,-0.5350179911714419,-0.5600522370986207,-0.5635218270363116,-0.6946035143081682,-0.662114511131414,-0.6640182399733937
2016-12-23,0.0005534034311012728,0,-0.2413500295597151,-0.5192744259536509,-0.5300476968110613,-0.5524204687163651,-0.5484197767689472,-0.6953969012779022,-0.6620183539645942,-0.6638556306679788
2016-12-27,0.0004424778761061947,-0.021015761821366073,-0.2563331227413739,-0.5157790330572062,-0.5305039608257154,-0.5525395537070807,-0.5640209528464712,-0.6950153565454994,-0.6941603315902366,-0.6637991127086023
2016-12-28,-0.00696594427244582,0.04651162790697677,-0.29612271499219256,-0.5229204521840413,-0.5427828298170724,-0.5680303103997393,-0.578327490098327,-0.6957262615956031,-0.6968495555498617,-0.66394171050618
2016-12-29,-0.00011134617525887985,0.013675213675213627,-0.2305119438046475,-0.5181679322159842,-0.5390953476909591,-0.5748080456503439,-0.578088843171675,-0.6951048826967975,-0.6968157215768267,-0.6661821605857678
2016-12-30,-0.0038975501113585748,0.02023608768971337,-0.2170627190852121,-0.5118222402537084,-0.5389001041279009,-0.5752098830266511,-0.5772946416951649,-0.6957197012442934,-0.6971293424575492,-0.6663454580597403
2017-01-03,0.0072666294019005035,-0.08925619834710742,-0.3361118235527049,-0.5114693683373013,-0.5533380911228711,-0.5879851283516797,-0.5928031363260452,-0.7010012153922484,-0.7008510771233819,-0.6710293951790425
2017-01-04,0.005216426193118757,-0.04355716878402901,-0.3532984417382435,-0.5227827509508088,-0.5607094701450935,-0.5908759207679183,-0.59678326566063,-0.6344373413806692,-0.7033784862111969,-0.6725523462010637
2017-01-05,0,-0.011385199240986743,-0.34054873321890355,-0.36421306968523137,-0.5559907349416034,-0.5854194660553985,-0.5900504130790095,-0.625963299157407,-0.7030396638953187,-0.673817394301952
2017-01-06,0.0032019432483162196,-0.01151631477927066,-0.34282482954734733,-0.3653991648682744,-0.5546007020479612,-0.5650486669937641,-0.5853175169591572,-0.5877439759476655,-0.7020370965651911,-0.6739187421478744
2017-01-09,-0.00286154523442659,0.0038834951456311233,-0.341485504533538,-0.3238679245129509,-0.5506463227715674,-0.5617559528459655,-0.5834616198626391,-0.5839235930693524,-0.7027145614477539,-0.6710655716230097
2017-01-10,-0.0005518763796909492,-0.0038684719535783912,-0.3425153026975839,-0.3329276448528421,-0.5460800182813634,-0.5571463279077616,-0.576152965685118,-0.5705731660059309,-0.7031057600691056,-0.6706954558379494
2017-01-11,0.0029817780231916067,-0.027184466019417448,-0.3496002294109179,-0.34989105416786354,-0.5469203146056236,-0.5599677767970045,-0.5790978845325186,-0.5867728236697952,-0.7039202316126629,-0.7034405540191082
2017-01-12,-0.0030830213609337152,-0.003992015968063929,-0.3437542306287452,-0.35168723030683063,-0.5400262910602256,-0.5588183995261314,-0.5832080739084967,-0.5909750651232857,-0.7004064227006751,-0.7018133438188139
2017-01-13,0.003976143141153081,-0.024048096192384686,-0.3431699286337077,-0.30715567711057723,-0.5350964729089804,-0.5566891274832163,-0.5901913571717904,-0.5917835192806973,-0.7005787448161857,-0.7024839846575583
2017-01-17,-0.0042904290429042905,0,-0.3238228068174735,-0.2853299746649462,-0.5224343250561012,-0.5515808276322188,-0.5865797444634065,-0.5885716325607928,-0.6987005835360252,-0.7005510740103486
2017-01-18,0.0016572754391779914,-0.02587268993839846,-0.32366504072101626,-0.3480014069463385,-0.5078400849589736,-0.5511201005868763,-0.5865858030469335,-0.5929565019924087,-0.6988919208020582,-0.6993733377462391
2017-01-19,-0.0022060445621001545,0.19940978077571672,-0.305762146922408,-0.3566999108192554,-0.5000572494843414,-0.5293063857769595,-0.5573702098462998,-0.5627832851427442,-0.6019249729818563,-0.6709565252972616
2017-01-20,0.001989829759009507,-0.028119507908611625,-0.30371565754129587,-0.34940132794015466,-0.36763319256367644,-0.5259528360856907,-0.5532992880662051,-0.5581032070317602,-0.5944290900163675,-0.671216263572088
2017-01-23,-0.00176522506619594,-0.018083182640144666,-0.3566633341666159,-0.34320793995293875,-0.3620449852039329,-0.5203684015924862,-0.5314670081291906,-0.5500668225744176,-0.5543231065520976,-0.6681111891454201
2017-01-24,0.005526083112290009,-0.04051565377532221,-0.3843092593585799,-0.35503992987110894,-0.3386540648781811,-0.5228753383059533,-0.5339184684854245,-0.5530993695952997,-0.5546214714364598,-0.6713078293660346
2017-01-25,0.008573312816003518,-0.02303262955854132,-0.37348427220052605,-0.358038242411445,-0.34841501328850266,-0.5191656134861945,-0.5291086198794085,-0.546219543355591,-0.5420366996420738,-0.6709182873846365
2017-01-26,0,-0.003929273084479288,-0.3674816798946986,-0.3610427544991884,-0.35926966431849466,-0.5183854841958043,-0.5302705753554103,-0.5473736085484451,-0.5548202619055952,-0.6710450933687198
2017-01-27,-0.002179598953792502,-0.011834319526627246,-0.371361656062538,-0.35490367438902587,-0.35937527211038417,-0.5117018104946897,-0.5288710030717207,-0.550679518733102,-0.5581913715788545,-0.6674649159864247
2017-01-30,-0.005679335954565312,0.027944111776447077,-0.39056587813094296,-0.35929430729223116,-0.3283570334160718,-0.5103866467027429,-0.5278006943766379,-0.557670422435172,-0.5598263226840815,-0.6674298886773049
2017-01-31,-0.0006590509666080844,0.0038834951456311233,-0.3839111444975853,-0.3508606355752365,-0.31714116257992453,-0.5038328140759839,-0.5265727577748462,-0.5574361399005827,-0.5592011655797878,-0.6677223442218397
2017-02-01,0,-0.01934235976789168,-0.3784979157960042,-0.3484537866624953,-0.36167983967424405,-0.49064615591121447,-0.5246573561887342,-0.5561950649697739,-0.5617629113789474,-0.6672538791232954
2017-02-02,0.00043965706748735987,0.01972386587771203,-0.4177199893871814,-0.31805493032339766,-0.3634643534734807,-0.49627605673126846,-0.5264302079622597,-0.5545525014935883,-0.5612333663830114,-0.5997912491932125
2017-02-03,0.0068116897385190065,-0.03481624758220511,-0.418757797161524,-0.326555659385166,-0.3648085408352785,-0.3777075902902223,-0.5266875149896487,-0.5535290077570514,-0.558725470712146,-0.5944527296907709
2017-02-06,-0.001964207769532955,0,-0.4259698332881835,-0.37681454213872717,-0.3644459475446573,-0.3772063702243725,-0.5241479201045561,-0.5346813509846592,-0.5534997049890515,-0.5579518287405725
2017-02-07,0.0008746993221080254,0.008016032064128228,-0.5431046591411209,-0.38629889169296155,-0.36424464149776253,-0.348156629563863,-0.5221591202368978,-0.5329166461040011,-0.5525249922005303,-0.5549265495352985
